stop_reason,stops,success,yield,contraband_discoveries
368(D)(1) PC - THFT ELDR/DEPN ADLT -$950 (M) 28051 | 368(D)(1) PC - THFT ELDR/DEPN ADLT -$950 (M) 28051,1,1,1.0,1
148(D) PC - ATT RMV/ETC F/ARM:PO/ETC (F) 48085,1,1,1.0,1
14610(A)(1) VC - UNLAWFUL USE/ETC:DRIV LIC (M) 26568 | 14610(A)(1) VC - UNLAWFUL USE/ETC:DRIV LIC (M) 26568,1,1,1.0,1
25400(A)(1) PC - CCW IN VEHICLE (F) 52479 | 25400(A)(1) PC - CCW IN VEHICLE (F) 52479 | 25400(A)(1) PC - CCW IN VEHICLE (F) 52479,1,1,1.0,1
311.4(A) PC - USE/ETC MNR OBS MATR W/PR (F) 37037,1,1,1.0,1
29800(A)(1) PC - FELON/ETC POSS/ETC F/ARM (F) 52422 | 29800(A)(1) PC - FELON/ETC POSS/ETC F/ARM (F) 52422 | 29800(A)(1) PC - FELON/ETC POSS/ETC F/ARM (F) 52422,1,1,1.0,1
11350(A) HS - POSSESS NARCOTIC CNTL SUB (M) 35422 | 11350(A) HS - POSSESS NARCOTIC CNTL SUB (M) 35422 | 11350(A) HS - POSSESS NARCOTIC CNTL SUB (M) 35422,1,1,1.0,1
29805(B) PC - POSS OF FIREARM W/MISD (F) 52670 | 29805(B) PC - POSS OF FIREARM W/MISD (F) 52670 | 29805(B) PC - POSS OF FIREARM W/MISD (F) 52670,1,1,1.0,1
11357(D) HS - POSS MARIJUANA SCHL GRNDS (I) 35433,1,1,1.0,1
69(A) PC - OBSTRUCT/RESIST EXEC OFCR (F) 48161 | 69(A) PC - OBSTRUCT/RESIST EXEC OFCR (F) 48161 | 69(A) PC - OBSTRUCT/RESIST EXEC OFCR (F) 48161 | 69(A) PC - OBSTRUCT/RESIST EXEC OFCR (F) 48161,1,1,1.0,0
11380(A) HS - USE/ETC MNR VIO C/SUB ACT (F) 35176,1,1,1.0,1
38600 VC - 16- OPR REC OFF-HWY VEH (I) 66899,1,1,1.0,0
23110(B) VC - THROW SUB AT VEH:INT:GBI (F) 13054 | 23110(B) VC - THROW SUB AT VEH:INT:GBI (F) 13054,1,1,1.0,1
11366.7(B) HS - SELL DRUG/ETC:ILL MFG/ETC (F) 35344,1,1,1.0,1
484G PC - THFT:USE ACCESS CARD DATA (M) 30044 | 484G PC - THFT:USE ACCESS CARD DATA (M) 30044,1,1,1.0,1
25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063 | 25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063 | 25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063 | 25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063,1,1,1.0,0
2010 FG - UNLAWFUL SHOTGUN:HUNTING (M) 62022,1,1,1.0,1
487(A) PC - GRDTHFT:MONEY/LABOR/PROP (M) 23157 | 487(A) PC - GRDTHFT:MONEY/LABOR/PROP (M) 23157 | 487(A) PC - GRDTHFT:MONEY/LABOR/PROP (M) 23157 | 487(A) PC - GRDTHFT:MONEY/LABOR/PROP (M) 23157,1,1,1.0,1
647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005 | 647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005 | 647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005 | 647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005 | 647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005,1,1,1.0,1
241.1 PC - ASLT ON CUSTODIAL OFFICER (M) 13194 | 241.1 PC - ASLT ON CUSTODIAL OFFICER (M) 13194 | 241.1 PC - ASLT ON CUSTODIAL OFFICER (M) 13194 | 241.1 PC - ASLT ON CUSTODIAL OFFICER (M) 13194,1,1,1.0,1
211 PC - ROBBERY:FIRST DEGREE (F) 12017 | 211 PC - ROBBERY:FIRST DEGREE (F) 12017 | 211 PC - ROBBERY:FIRST DEGREE (F) 12017,1,1,1.0,1
452(C) PC - CAUSE FIRE OF STRUC/FORES (F) 20024 | 452(C) PC - CAUSE FIRE OF STRUC/FORES (F) 20024,1,1,1.0,1
25400(A)(2) PC - CCW ON PERSON (M) 52476 | 25400(A)(2) PC - CCW ON PERSON (M) 52476 | 25400(A)(2) PC - CCW ON PERSON (M) 52476,1,1,1.0,1
11377(A) HS - POSSESS CNTL SUB (M) 35353 | 11377(A) HS - POSSESS CNTL SUB (M) 35353 | 11377(A) HS - POSSESS CNTL SUB (M) 35353 | 11377(A) HS - POSSESS CNTL SUB (M) 35353,1,1,1.0,1
594(A)(1) PC - VANDALISM:DEFACE PROPERTY (F) 29111 | 594(A)(1) PC - VANDALISM:DEFACE PROPERTY (F) 29111 | 594(A)(1) PC - VANDALISM:DEFACE PROPERTY (F) 29111 | 594(A)(1) PC - VANDALISM:DEFACE PROPERTY (F) 29111 | 594(A)(1) PC - VANDALISM:DEFACE PROPERTY (F) 29111 | 594(A)(1) PC - VANDALISM:DEFACE PROPERTY (F) 29111,1,1,1.0,1
246 PC - SHOOT:INHAB DWELL/VEH/ETC (M) 13193 | 246 PC - SHOOT:INHAB DWELL/VEH/ETC (M) 13193 | 246 PC - SHOOT:INHAB DWELL/VEH/ETC (M) 13193,1,1,1.0,1
484(A) PC - GRAND THEFT (F) 23091 | 484(A) PC - GRAND THEFT (F) 23091 | 484(A) PC - GRAND THEFT (F) 23091 | 484(A) PC - GRAND THEFT (F) 23091,1,1,1.0,1
25631 BP - SELL ALCOHOL AFTER HOURS (M) 41035,1,1,1.0,1
402(A)(1) PC - STOP/ETC:EMERGENCY SCENE (M) 55287,1,1,1.0,1
451.5(A)(1) PC - AGGRAVATED ARSON W/PRIOR (F) 20041,1,1,1.0,1
Other reasonable suspicion or probable cause that a crime has occurred,1,1,1.0,0
20150(A) PC - ALTER/ETC IMITATION F/ARM (M) 52481 | 20150(A) PC - ALTER/ETC IMITATION F/ARM (M) 52481,1,1,1.0,1
22210 PC - MFG/SALE/ETC LEADED CANE (M) 52797,1,1,1.0,1
487I PC - GRAND THEFT PUB HS $400+ (M) 23261,1,1,1.0,1
3060 PC - SUSPEND/REVOKE PAROLE (X) 50139,1,1,1.0,0
23152(A) VC - DUI ALCOHOL (M) 42104 | 23152(A) VC - DUI ALCOHOL (M) 42104 | 23152(A) VC - DUI ALCOHOL (M) 42104 | 23152(A) VC - DUI ALCOHOL (M) 42104 | 23152(A) VC - DUI ALCOHOL (M) 42104,1,1,1.0,1
242 PC - BATTERY ON PERSON (M) 13048 | 242 PC - BATTERY ON PERSON (M) 13048 | 242 PC - BATTERY ON PERSON (M) 13048 | 242 PC - BATTERY ON PERSON (M) 13048,1,0,0.0,0
23103(B) VC - RECKLESS DRIVING:PARK LOT (F) 54003 | 23103(B) VC - RECKLESS DRIVING:PARK LOT (F) 54003,1,0,0.0,0
22406(A) VC - TRUCK/ETC EXCEED 55 MPH (I) 54371,1,0,0.0,0
601(A)(1) PC - TRESP:RESIDNCE:THREAT SBI (F) 32068,1,0,0.0,0
69(A) PC - OBSTRUCT/RESIST EXEC OFCR (M) 48160 | 69(A) PC - OBSTRUCT/RESIST EXEC OFCR (M) 48160,1,0,0.0,0
21761(B) VC - ALT WAY PASS WASTE VEH (I) 66273,1,0,0.0,0
23330(B) VC - UNAUTH USE VEH X BICYCLE (I) 66370 | 23330(B) VC - UNAUTH USE VEH X BICYCLE (I) 66370,1,0,0.0,0
27158.5 VC - VIOL POLLUTANT EMIS CERT (I) 66588,1,0,0.0,0
4461(C) VC - DISPLY UNAUTH DISABL PLAC (M) 26511,1,0,0.0,0
22650(A) VC - PO RMV UNATND VEH FRM HWY (I) 66338,1,0,0.0,0
25268 VC - MISUSE:AMBER WRNING LGHTS (I) 54525,1,0,0.0,0
22951 VC - PARK LOT ST/ALLEY PARKING (I) 66347 | 22951 VC - PARK LOT ST/ALLEY PARKING (I) 66347,1,0,0.0,0
1508 HS - UNAUTH COMMUNITY CARE FAC (M) 31083 | 1508 HS - UNAUTH COMMUNITY CARE FAC (M) 31083 | 1508 HS - UNAUTH COMMUNITY CARE FAC (M) 31083,1,0,0.0,0
273A PC - WILLFUL CRUELTY TO CHILD (M) 38010 | 273A PC - WILLFUL CRUELTY TO CHILD (M) 38010,1,0,0.0,0
599F(D) PC - HOLD NONAMBUL W/O TRTMNT (M) 34116,1,0,0.0,0
22980(B) BP - REF ALLOW INSPEC CIG/TOB (M) 50220,1,0,0.0,0
3454 PC - PRCS:FLASH INCARCERATION (X) 50178,1,0,0.0,0
23270(B) VC - EXCEED MAX TOWING FEE (I) 66366,1,0,0.0,0
31406(B) VC - UNLAW INSTAL SEAT LBR VEH (I) 66697,1,0,0.0,0
187(A) PC - MURDER:FIRST DEGREE (F) 9154,1,0,0.0,0
647(C) PC - BEGGING/SOLICIT ALMS (M) 53154 | 647(C) PC - BEGGING/SOLICIT ALMS (M) 53154,1,0,0.0,0
261(A)(5) PC - RAPE UNDER BELIEF KNOWN (F) 11126,1,0,0.0,0
2800.3 VC - EVADE PO:CAUSE SBI/DEATH (F) 48081,1,0,0.0,0
NA - XX AA - COMMUNITY CARETAKING (X) 99990 | NA - XX AA - COMMUNITY CARETAKING (X) 99990 | NA - XX AA - COMMUNITY CARETAKING (X) 99990 | NA - XX AA - COMMUNITY CARETAKING (X) 99990,1,0,0.0,0
484E(C) PC - SEL/ETC ACCESS CARD:FRAUD (M) 30066,1,0,0.0,0
36 261.52(A) US - FR:PROHIBITED FIRE:FOREST (F) 20046,1,0,0.0,0
11311 PC - VIOL OF ORD FOR ABATEMENT (I) 39338,1,0,0.0,0
21756(B) VC - UNSF PASSING STRTCR INTER (I) 66267,1,0,0.0,0
14 6573(A) CA - CA REG:FIRE EXTING VIOL (M) 62153,1,0,0.0,0
18 113(A)(5) US - SIMPLE ASSAULT:MAR JURIS (M) 13205,1,0,0.0,0
18740 PC - USE/ETC EXPLO/DEV:INJ/ETC (F) 52630,1,0,0.0,0
21464(B) VC - USE INFRARED TRANSMITTER (M) 54991,1,0,0.0,0
243.3 PC - BAT W/INJ:TRNS WRKR/PSNGR (F) 13167,1,0,0.0,0
25665 BP - MINOR IN LIQUOR PREMISES (M) 8004,1,0,0.0,0
266 PC - ENTICE MNR FOR PROST/ETC (F) 40056 | 266 PC - ENTICE MNR FOR PROST/ETC (F) 40056 | 266 PC - ENTICE MNR FOR PROST/ETC (F) 40056,1,0,0.0,0
623(A)(6) PC - BREAK/ETC LOCK/ETC CAVE (M) 29182,1,0,0.0,0
25601 BP - DISORDERLY HOUSE (M) 41052,1,0,0.0,0
6152(A)(2) BP - SOLICIT PERSON TO BE RUNR (M) 31266,1,0,0.0,0
653Y(A) PC - USE/ALLOW 911 CALL:NO EME (I) 53139 | 653Y(A) PC - USE/ALLOW 911 CALL:NO EME (I) 53139,1,0,0.0,0
1203.016(C) PC - REAREST:ELEC MONITOR PROB (X) 50137,1,0,0.0,0
29805(A) PC - POSS F/ARM BY CONV MISD (F) 52833 | 29805(A) PC - POSS F/ARM BY CONV MISD (F) 52833,1,0,0.0,0
1052(C) FG - USE/POSS CNTERFEIT LIC (M) 62141,1,0,0.0,0
415.5(A)(3) PC - OFFENSIVE WORDS UNIV/ETC (M) 33030 | 415.5(A)(3) PC - OFFENSIVE WORDS UNIV/ETC (M) 33030 | 415.5(A)(3) PC - OFFENSIVE WORDS UNIV/ETC (M) 33030,1,0,0.0,0
23152(B) VC - DUI ALCOHOL/0.08 PERCENT (M) 42088 | 23152(B) VC - DUI ALCOHOL/0.08 PERCENT (M) 42088 | 23152(B) VC - DUI ALCOHOL/0.08 PERCENT (M) 42088,1,0,0.0,0
597.7(A) PC - ENDANGER ANIMAL:UNATN CAR (I) 34079,1,0,0.0,0
266H(B)(1) PC - PIMPING:PROSTITUTE 16+ (F) 40042,1,0,0.0,0
117555 HS - DUMP/ETC WASTE/GARB/ETC (M) 55196,1,0,0.0,0
25160(B)(1) HS - TRNSP HAZ WASTE NO PAPERS (M) 55169,1,0,0.0,0
19911 EC - WILLFUL PROP DETENTION (M) 23107,1,0,0.0,0
417.3 PC - EXH F/ARM PRES VEH OCCUPT (F) 52175 | 417.3 PC - EXH F/ARM PRES VEH OCCUPT (F) 52175 | 417.3 PC - EXH F/ARM PRES VEH OCCUPT (F) 52175,1,0,0.0,0
21661 VC - RIGHT OF WAY NARROW GRADE (I) 54998,1,0,0.0,0
4463(A)(2) VC - UTER/ETC FAKE VEH REG/ETC (F) 25056,1,0,0.0,0
242 PC - BATT W/SERIOUS BODILY INJ (F) 13161 | 242 PC - BATT W/SERIOUS BODILY INJ (F) 13161,1,0,0.0,0
22810(D) PC - MINOR POS/ETC:TR GAS/WPN (M) 52611,1,0,0.0,0
26508(H) VC - AIR BRAKE HAZARD HWY VIOL (I) 66551,1,0,0.0,0
30955 FA - DOG AT LGE:STOCK:INJ/DTH (M) 55234,1,0,0.0,0
487(D)(1) PC - GRAND THEFT:AUTO (F) 23185,1,0,0.0,0
5017 VC - NO ID CERT FOR ID PLATES (I) 66919,1,0,0.0,0
23152(A) VC - DUI W/PRIORS:PER 23550 VC (F) 42100 | 23152(A) VC - DUI W/PRIORS:PER 23550 VC (F) 42100,1,0,0.0,0
530.5(A) PC - OBT CREDIT/ETC:OTHER'S ID (M) 44053 | 530.5(A) PC - OBT CREDIT/ETC:OTHER'S ID (M) 44053,1,0,0.0,0
602(C) PC - TRESP:INJURE/ETC FREEHOLD (M) 32025 | 602(C) PC - TRESP:INJURE/ETC FREEHOLD (M) 32025,1,0,0.0,0
22455(A) VC - VEND FROM VEH W/O STOP (I) 54679,1,0,0.0,0
115.2(A) PC - PUBLISH FALSE CAMPAIGN AD (M) 25119,1,0,0.0,0
21226(D) VC - VIOL MTRZD SCTR NOISE LVL (I) 54958,1,0,0.0,0
245(A)(4) PC - ADW/FORCE:POSSIBLE GBI (M) 13218 | 245(A)(4) PC - ADW/FORCE:POSSIBLE GBI (M) 13218 | 245(A)(4) PC - ADW/FORCE:POSSIBLE GBI (M) 13218 | 245(A)(4) PC - ADW/FORCE:POSSIBLE GBI (M) 13218,1,0,0.0,0
114010 HS - IMPROP PROTECT FOOD:CONTM (M) 55203,1,0,0.0,0
25660.5 BP - FURNISH MINOR W/FALSE ID (M) 43033,1,0,0.0,0
23224(B) VC - RIDER:MNR:POS/ETC ALC:VEH (M) 54091,1,0,0.0,0
11151 HS - PRESC BY UNLICENSED PERSN (M) 35307,1,0,0.0,0
602(X)(1) PC - TRESPASS INFANT UNIT HOSP (M) 32123,1,0,0.0,0
21806(A)(2) VC - FL EXT EXCLSV LN EMRG VEH (I) 66281,1,0,0.0,0
337A(A)(5) PC - PERMIT GAMBLING PREMISES (M) 39316,1,0,0.0,0
5411 PU - CHRTR-PRTY CARIER EMP VIO (M) 31268,1,0,0.0,0
278 PC - CHILD STEALING (F) 10008 | 278 PC - CHILD STEALING (F) 10008,1,0,0.0,0
3531 FC - MISAPP/ETC OF CORP ASSETS (F) 27055,1,0,0.0,0
1808.1(E) VC - SPEC DRIVER FL ENROLL EPN (I) 50230,1,0,0.0,0
602.5(A) PC - UNAUTH ENTRY OF DWELLING (M) 32134 | 602.5(A) PC - UNAUTH ENTRY OF DWELLING (M) 32134 | 602.5(A) PC - UNAUTH ENTRY OF DWELLING (M) 32134,1,0,0.0,0
602(T)(1) PC - TRESP FEL REF LV PRVT PRP (M) 32144 | 602(T)(1) PC - TRESP FEL REF LV PRVT PRP (M) 32144 | 602(T)(1) PC - TRESP FEL REF LV PRVT PRP (M) 32144,1,0,0.0,0
140(A) PC - THRTN FORCE WIT OF CRIME (M) 47016,1,0,0.0,0
26304(A) VC - BREAKAWAY DEVICE REQ VEH (I) 54691,1,0,0.0,0
186.26(B) PC - SOLICIT BY THREAT ST GANG (F) 66217,1,0,0.0,0
22409 VC - EXCEED SPEED FOR TIRE/WT (I) 54437,1,0,0.0,0
21291 VC - OPR ELEC MTR BOARD -16 (I) 54974,1,0,0.0,0
4327 BP - SELL/ETC DRUGS:UNDER INFL (M) 31209,1,0,0.0,0
14 27.60 CA - CA REG:OVER LIMIT OF FISH (M) 62072,1,0,0.0,0
1993 CP - WARRANT:ABSENT WITNESS (X) 50141 | 1993 CP - WARRANT:ABSENT WITNESS (X) 50141,1,0,0.0,0
120451 PU - LOITER TRANSIT FACILITY (I) 48147 | 120451 PU - LOITER TRANSIT FACILITY (I) 48147 | 120451 PU - LOITER TRANSIT FACILITY (I) 48147,1,0,0.0,0
10655 VC - FL MAINT RCRD STORED VEH (I) 54831 | 10655 VC - FL MAINT RCRD STORED VEH (I) 54831,1,0,0.0,0
18 1203(A) US - HOSTAGE TAKING (F) 10027,1,0,0.0,0
207(A) PC - KIDNAPPING (F) 10016 | 207(A) PC - KIDNAPPING (F) 10016 | 207(A) PC - KIDNAPPING (F) 10016 | 207(A) PC - KIDNAPPING (F) 10016,1,0,0.0,0
25658(A) BP - SELL/ETC LIQUOR TO MINOR (M) 43029 | 25658(A) BP - SELL/ETC LIQUOR TO MINOR (M) 43029,1,0,0.0,0
4152.5 VC - FAIL REG FOREIGN VEH:CA (I) 54206,1,0,0.0,0
273.6(E) PC - VIOL CRT ORD VIO W/PR INJ (F) 50209 | 273.6(E) PC - VIOL CRT ORD VIO W/PR INJ (F) 50209,1,0,0.0,0
14601.5(A) VC - DRIV:LIC SUS/ETC:UI/RFUSL (M) 54085,1,0,0.0,0
602(E) PC - TRSPAS:REMOV SOIL PUB PRP (M) 32027 | 602(E) PC - TRSPAS:REMOV SOIL PUB PRP (M) 32027,1,0,0.0,0
38604(A) VC - REC VEH:NO PASS HANDHOLD (I) 54633,1,0,0.0,0
602(M) PC - TRESPASS:OCC PROP W/O CON (M) 32100 | 602(M) PC - TRESPASS:OCC PROP W/O CON (M) 32100 | 602(M) PC - TRESPASS:OCC PROP W/O CON (M) 32100 | 602(M) PC - TRESPASS:OCC PROP W/O CON (M) 32100 | 602(M) PC - TRESPASS:OCC PROP W/O CON (M) 32100,1,0,0.0,0
22500(E)(2) VC - PARKNG VIOL PRVT RD/DRVWY (I) 66306,1,0,0.0,0
487H(A) PC - GRAND THEFT:CARGO EX$950 (F) 23190,1,0,0.0,0
2800.2(A) VC - EVADE PO:DISREGARD SAFETY (F) 48101 | 2800.2(A) VC - EVADE PO:DISREGARD SAFETY (F) 48101,1,0,0.0,0
11391 HS - TRN/ETC SPR/MSH/ETC C/SUB (F) 35265,1,0,0.0,0
602.11(A) PC - OBST PASSAGE:SCHOOL/ETC (M) 33056,1,0,0.0,0
1370.5(A) PC - ESC:MENTAL HEALTH FACILTY (M) 49081 | 1370.5(A) PC - ESC:MENTAL HEALTH FACILTY (M) 49081,1,0,0.0,0
26710 VC - DEFECTIVE WINDSHIELD/ETC (I) 54138 | 26710 VC - DEFECTIVE WINDSHIELD/ETC (I) 54138,1,0,0.0,0
215(A) PC - CARJACKING (F) 23131 | 215(A) PC - CARJACKING (F) 23131 | 215(A) PC - CARJACKING (F) 23131,1,0,0.0,0
24610 PC - MFG/ETC UNDETECT FIREARM (F) 52552,1,0,0.0,0
533 PC - SELL LAND TWICE (F) 26027,1,0,0.0,0
23116(B) VC - RIDE BACK MOTORTRUCK VIOL (I) 54368,1,0,0.0,0
496(B) PC - DLR NOT DETERMIN OWNRSHIP (M) 28047,1,0,0.0,0
148.1(A) PC - FALSE BOMB/ETC RPT:PO/ETC (M) 53129,1,0,0.0,0
11615.5 VC - UNLAW LESSOR-RETAILER (M) 54859,1,0,0.0,0
11351.5 HS - POSS/PUR COKE BASE F/SALE (F) 35254 | 11351.5 HS - POSS/PUR COKE BASE F/SALE (F) 35254,1,0,0.0,0
245(C) PC - ADW NOT F/ARM:PO/FIRE:GBI (F) 13132 | 245(C) PC - ADW NOT F/ARM:PO/FIRE:GBI (F) 13132,1,0,0.0,0
484(A)/490.5 PC - THFT/PTY THFT MERCHANDISE (M) 23089 | 484(A)/490.5 PC - THFT/PTY THFT MERCHANDISE (M) 23089,1,0,0.0,0
308(A)(2)(B) PC - MNR BUY SMOKING PARAPHNAL (I) 8041,1,0,0.0,0
14601.5(B) VC - DRIV:LIC SUS/ETC:DRV RSTR (M) 54482,1,0,0.0,0
211 PC - ROBBERY:FIRST DEGREE (F) 12017 | 211 PC - ROBBERY:FIRST DEGREE (F) 12017 | 211 PC - ROBBERY:FIRST DEGREE (F) 12017 | 211 PC - ROBBERY:FIRST DEGREE (F) 12017,1,0,0.0,0
476 PC - MAKE/ETC FICT CHECK/ETC (M) 25082,1,0,0.0,0
266 PC - ENTICE MNR FOR PROST/ETC (M) 40055,1,0,0.0,0
647.6(A)(1) PC - MOLEST VIC -18 UNLW ENTRY (F) 36339,1,0,0.0,0
11100(G)(2) HS - MINOR ILL POSS SPEC SUB (M) 35348,1,0,0.0,0
647(F) PC - DISORDRLY CONDUCT:TOLUENE (M) 35343 | 647(F) PC - DISORDRLY CONDUCT:TOLUENE (M) 35343,1,0,0.0,0
647(F) PC - DISRD CONDUCT:DRUG W/ALC (M) 64006 | 647(F) PC - DISRD CONDUCT:DRUG W/ALC (M) 64006 | 647(F) PC - DISRD CONDUCT:DRUG W/ALC (M) 64006 | 647(F) PC - DISRD CONDUCT:DRUG W/ALC (M) 64006,1,0,0.0,0
602.12(A) PC - TRESP PROP ACADEM RESRCHR (M) 32125,1,0,0.0,0
29650 PC - MINOR ILL POSS LIVE AMMO (M) 52503,1,0,0.0,0
18 2113(A) US - BANK/ETC ROBBERY (F) 12038,1,0,0.0,0
24403(B) VC - FOGLAMP PLACEMNT VEH VIOL (I) 66415,1,0,0.0,0
273.6(B) PC - VIOL CRT ORD DOM VIOL INJ (M) 50206 | 273.6(B) PC - VIOL CRT ORD DOM VIOL INJ (M) 50206 | 273.6(B) PC - VIOL CRT ORD DOM VIOL INJ (M) 50206,1,0,0.0,0
15250(A)(1) VC - DRIVE CMV W/O LICENSE (I) 66933,1,0,0.0,0
20150(A) PC - ALTER/ETC IMITATION F/ARM (M) 52481,1,0,0.0,0
653M(A) PC - ANNOYING PHONE CALLS (M) 53078 | 653M(A) PC - ANNOYING PHONE CALLS (M) 53078,1,0,0.0,0
Officer witnessed commission of a crime | Other reasonable suspicion or probable cause that a crime has occurred,1,0,0.0,0
11173(B) HS - FALSE STATEMENT:PRESCRIP (F) 35149,1,0,0.0,0
211 PC - ROBBERY 1ST DEG HOME INV (F) 12040 | 211 PC - ROBBERY 1ST DEG HOME INV (F) 12040 | 211 PC - ROBBERY 1ST DEG HOME INV (F) 12040 | 211 PC - ROBBERY 1ST DEG HOME INV (F) 12040,1,0,0.0,0
209.5(B) PC - KIDNAP/CARJACK:VICT MOVED (F) 10026,1,0,0.0,0
11550 HS - UNDER INFLUENCE CNTL SUB (M) 35143 | 11550 HS - UNDER INFLUENCE CNTL SUB (M) 35143 | 11550 HS - UNDER INFLUENCE CNTL SUB (M) 35143 | 11550 HS - UNDER INFLUENCE CNTL SUB (M) 35143 | 11550 HS - UNDER INFLUENCE CNTL SUB (M) 35143,1,0,0.0,0
593D(A)(3) PC - MAKE/ETC MODIFIED CBL DVC (M) 29194,1,0,0.0,0
597(A) PC - INT CRUELTY TO ANML/KILL (F) 34129 | 597(A) PC - INT CRUELTY TO ANML/KILL (F) 34129 | 597(A) PC - INT CRUELTY TO ANML/KILL (F) 34129,1,0,0.0,0
148.1(A) PC - FALSE BOMB/ETC REP:PO/ETC (F) 53081,1,0,0.0,0
21235(D) VC - OP MOTR SCOOTR W/O LICNSE (I) 54624,1,0,0.0,0
16028(A) VC - FAIL PROVE FIN RSP:PO REQ (I) 54101 | 16028(A) VC - FAIL PROVE FIN RSP:PO REQ (I) 54101,1,0,0.0,0
666(A) PC - PETY THFT:PR CONV SEX REG (F) 23213 | 666(A) PC - PETY THFT:PR CONV SEX REG (F) 23213 | 666(A) PC - PETY THFT:PR CONV SEX REG (F) 23213,1,0,0.0,0
38020 VC - OFF HWY VEH ID VIOL (I) 54337,1,0,0.0,0
11358(A) HS - CULTIVATE MARIJ UNDER 18 (I) 35434,1,0,0.0,0
581 BP - POSS ALTER/ETC MED CERT (F) 26268,1,0,0.0,0
11713.1(O) VC - BAIT AND SWITCH ADVERT (M) 26780,1,0,0.0,0
36 4.22(B)(1) US - FR:DRIVE WITHOUT DUE CARE (M) 4049,1,0,0.0,0
487(A) PC - GRDTHFT:MONEY/LABOR/PROP (M) 23157 | 487(A) PC - GRDTHFT:MONEY/LABOR/PROP (M) 23157,1,0,0.0,0
25800(A) PC - CARRY LOAD F/ARM:COMT FEL (M) 52569,1,0,0.0,0
407 PC - UNLAWFUL ASSEMBLY (M) 53022,1,0,0.0,0
7326 WI - AID ESCAPE FROM ST HOSP (F) 49045,1,0,0.0,0
21310 PC - CARRY CON/DIRK OR DAGGER (F) 52564 | 21310 PC - CARRY CON/DIRK OR DAGGER (F) 52564 | 21310 PC - CARRY CON/DIRK OR DAGGER (F) 52564,1,0,0.0,0
21960(A) VC - PEDESTRIAN/ETC ON FREEWAY (I) 54590 | 21960(A) VC - PEDESTRIAN/ETC ON FREEWAY (I) 54590 | 21960(A) VC - PEDESTRIAN/ETC ON FREEWAY (I) 54590,1,0,0.0,0
565 PC - USE/ETC DAIRY REG -$400 (M) 26129 | 565 PC - USE/ETC DAIRY REG -$400 (M) 26129,1,0,0.0,0
3710.2 LC - FAIL OBSERVE STOP ORDER (M) 31061,1,0,0.0,0
487G PC - STEAL/ETC ANML F/SALE/ETC (F) 23123,1,0,0.0,0
647(F) PC - DISORD CONDUCT:UI/DRUG (M) 35005 | 647(F) PC - DISORD CONDUCT:UI/DRUG (M) 35005 | 647(F) PC - DISORD CONDUCT:UI/DRUG (M) 35005,1,0,0.0,0
271A PC - ABANDON CHILD UNDER 14YRS (M) 38071,1,0,0.0,0
597(A) PC - INT CRUELTY TO ANML/KILL (M) 34136 | 597(A) PC - INT CRUELTY TO ANML/KILL (M) 34136,1,0,0.0,0
372 PC - PUBLIC NUISANCE (M) 55313 | 372 PC - PUBLIC NUISANCE (M) 55313,1,0,0.0,0
182(A)(1) PC - CONSPIRACY:COMMIT CRIME (M) 46038 | 182(A)(1) PC - CONSPIRACY:COMMIT CRIME (M) 46038,1,0,0.0,0
11352(B) HS - TRANS/SELL NARC BTWN CNTY (F) 35294,1,0,0.0,0
25140(A) PC - H/GUN ILLGL STORED IN VEH (I) 52824 | 25140(A) PC - H/GUN ILLGL STORED IN VEH (I) 52824 | 25140(A) PC - H/GUN ILLGL STORED IN VEH (I) 52824,1,0,0.0,0
487E PC - GRAND THEFT DOG $950+ (F) 23246 | 487E PC - GRAND THEFT DOG $950+ (F) 23246,1,0,0.0,0
27315(D)(4) VC - TAXICAB SEATBELT VIOL (I) 66606,1,0,0.0,0
30310(A) PC - CARRY AMMO SCHOOL GROUNDS (M) 52815,1,0,0.0,0
205 PC - AGGRAVATED MAYHEM (F) 13129 | 205 PC - AGGRAVATED MAYHEM (F) 13129,1,0,0.0,0
597.7(A) PC - ANML UNATTND VEH GBI W/PR (M) 34135,1,0,0.0,0
171C(A)(2) PC - POSS WEAPON ST CAPITOL (M) 52686,1,0,0.0,0
166(C)(1) PC - CONTEMPT:VIOL PROTECT ORD (M) 50112 | 166(C)(1) PC - CONTEMPT:VIOL PROTECT ORD (M) 50112 | 166(C)(1) PC - CONTEMPT:VIOL PROTECT ORD (M) 50112 | 166(C)(1) PC - CONTEMPT:VIOL PROTECT ORD (M) 50112,1,0,0.0,0
640(B)(4) PC - SPIT ON PUBLIC TRANS SYS (I) 66206,1,0,0.0,0
27153(D) VC - TAMPER EMISSION CONTROLS (I) 66581,1,0,0.0,0
